# time_s density
9002.96903 5.64643582e-07
9005.52318 6.99423759e-07
9008.07734 8.63865591e-07
9010.63149 1.06387799e-06
9013.18565 1.30640362e-06
9015.7398 1.59956865e-06
9018.29395 1.95284786e-06
9020.84811 2.37724543e-06
9023.40226 2.88549143e-06
9025.95642 3.4922538e-06
9028.51057 4.21436493e-06
9031.06473 5.0710619e-06
9033.61888 6.08423848e-06
9036.17304 7.27870657e-06
9038.72719 8.68246416e-06
9041.28135 1.03269659e-05
9043.8355 1.22473918e-05
9046.38966 1.44829086e-05
9048.94381 1.70769176e-05
9051.49797 2.00772822e-05
9054.05212 2.35365261e-05
9056.60628 2.7511995e-05
9059.16043 3.20659709e-05
9061.71459 3.72657307e-05
9064.26874 4.31835365e-05
9066.8229 4.98965493e-05
9069.37705 5.74866537e-05
9071.93121 6.60401843e-05
9074.48536 7.56475435e-05
9077.03952 8.64027025e-05
9079.59367 9.84025777e-05
9082.14783 0.000111746276
9084.70198 0.000126534205
9087.25614 0.000142867054
9089.81029 0.000160844629
9092.36445 0.000180564574
9094.9186 0.000202120956
9097.47275 0.000225602758
9100.02691 0.000251092262
9102.58106 0.000278663377
9105.13522 0.000308379905
9107.68937 0.000340293795
9110.24353 0.000374443406
9112.79768 0.000410851817
9115.35184 0.000449525216
9117.90599 0.000490451422
9120.46015 0.000533598563
9123.0143 0.000578913961
9125.56846 0.000626323265
9128.12261 0.000675729864
9130.67677 0.000727014626
9133.23092 0.000780035982
9135.78508 0.000834630391
9138.33923 0.000890613202
9140.89339 0.000947779923
9143.44754 0.00100590791
9146.0017 0.00106475847
9148.55585 0.00112407933
9151.11001 0.0011836075
9153.66416 0.00124307251
9156.21832 0.00130219985
9158.77247 0.00136071469
9161.32663 0.00141834585
9163.88078 0.00147482976
9166.43494 0.00152991449
9168.98909 0.00158336382
9171.54325 0.00163496105
9174.0974 0.0016845127
9176.65155 0.00173185188
9179.20571 0.0017768413
9181.75986 0.00181937581
9184.31402 0.00185938454
9186.86817 0.00189683234
9189.42233 0.00193172077
9191.97648 0.00196408834
9194.53064 0.00199401019
9197.08479 0.00202159708
9199.63895 0.00204699382
9202.1931 0.00207037698
9204.74726 0.00209195216
9207.30141 0.00211195072
9209.85557 0.00213062601
9212.40972 0.00214824936
9214.96388 0.0021651057
9217.51803 0.00218148903
9220.07219 0.00219769784
9222.62634 0.00221403049
9225.1805 0.00223078068
9227.73465 0.00224823315
9230.28881 0.00226665966
9232.84296 0.00228631521
9235.39712 0.00230743479
9237.95127 0.00233023046
9240.50543 0.00235488901
9243.05958 0.00238157001
9245.61374 0.0024104045
9248.16789 0.002441494
9250.72205 0.00247491017
9253.2762 0.00251069479
9255.83035 0.00254886015
9258.38451 0.00258938983
9260.93866 0.0026322397
9263.49282 0.00267733917
9266.04697 0.00272459259
9268.60113 0.00277388075
9271.15528 0.0028250624
9273.70944 0.00287797576
9276.26359 0.00293244001
9278.81775 0.00298825664
9281.3719 0.00304521069
9283.92606 0.00310307196
9286.48021 0.00316159597
9289.03437 0.00322052494
9291.58852 0.00327958859
9294.14268 0.003338505
9296.69683 0.00339698138
9299.25099 0.00345471492
9301.80514 0.00351139381
9304.3593 0.00356669828
9306.91345 0.00362030196
9309.46761 0.00367187342
9312.02176 0.00372107803
9314.57592 0.00376758016
9317.13007 0.00381104564
9319.68423 0.00385114465
9322.23838 0.00388755487
9324.79254 0.00391996498
9327.34669 0.00394807843
9329.90084 0.0039716174
9332.455 0.00399032689
9335.00915 0.00400397895
9337.56331 0.00401237677
9340.11746 0.00401535878
9342.67162 0.0040128024
9345.22577 0.00400462754
9347.77993 0.00399079962
9350.33408 0.00397133208
9352.88824 0.00394628825
9355.44239 0.00391578251
9357.99655 0.00387998066
9360.5507 0.00383909948
9363.10486 0.00379340542
9365.65901 0.00374321243
9368.21317 0.00368887882
9370.76732 0.00363080344
9373.32148 0.00356942089
9375.87563 0.00350519612
9378.42979 0.0034386183
9380.98394 0.00337019418
9383.5381 0.00330044107
9386.09225 0.00322987941
9388.64641 0.00315902528
9391.20056 0.00308838285
9393.75472 0.003018437
9396.30887 0.00294964614
9398.86303 0.00288243555
9401.41718 0.00281719119
9403.97134 0.00275425423
9406.52549 0.00269391634
9409.07964 0.00263641587
9411.6338 0.00258193498
9414.18795 0.00253059774
9416.74211 0.00248246932
9419.29626 0.00243755618
9421.85042 0.0023958073
9424.40457 0.00235711645
9426.95873 0.00232132534
9429.51288 0.00228822774
9432.06704 0.00225757429
9434.62119 0.00222907809
9437.17535 0.00220242074
9439.7295 0.00217725896
9442.28366 0.00215323136
9444.83781 0.00212996554
9447.39197 0.00210708506
9449.94612 0.00208421645
9452.50028 0.00206099584
9455.05443 0.00203707535
9457.60859 0.00201212894
9460.16274 0.00198585771
9462.7169 0.00195799452
9465.27105 0.00192830793
9467.82521 0.00189660531
9470.37936 0.00186273515
9472.93352 0.00182658861
9475.48767 0.00178810013
9478.04183 0.00174724733
9480.59598 0.00170405008
9483.15014 0.0016585689
